,Rankings,College Name,Area Type,Region,Ownership,Student-to-Faculty Ratio,Enrolled Full Time Total,Average GPA,Average SATVR,Average SATMT
770,931.0,Boise State University,City: Midsize,Rocky Mountains,Public,17.0,2728.0,3.5,570.0,555.0
771,931.0,University Of West Georgia,Town: Fringe,Southeast,Public,19.0,2182.0,3.2,530.0,470.0
772,931.0,Valdosta State University,City: Small,Southeast,Public,19.0,1631.0,3.1,550.0,520.0
773,931.0,Savannah State University,City: Midsize,Southeast,Public,17.0,744.0,2.8,730.0,570.0
774,931.0,Georgia Southern University,Town: Distant,Southeast,Public,20.0,4224.0,3.4,575.0,555.0
775,931.0,Georgia College & State University,Town: Distant,Southeast,Public,17.0,1481.0,3.5,610.0,585.0
776,931.0,Fort Valley State University,Town: Fringe,Southeast,Public,17.0,454.0,2.8,506.5,445.0
777,931.0,Salem State University,Suburb: Large,New England,Public,14.0,1097.0,3.1,535.0,525.0
778,931.0,Columbus State University,City: Midsize,Southeast,Public,16.0,1065.0,3.1,505.0,480.0
779,931.0,Albany State University,City: Small,Southeast,Public,18.0,1499.0,2.9,420.0,405.0
780,931.0,Lynn University,City: Small,Southeast,Private not-for-profit independent,18.0,630.0,3.0,545.0,535.0
781,931.0,Wesley College,City: Small,Mid East,Private not-for-profit religious,12.0,281.0,2.7,466.5,455.0
782,931.0,Western Connecticut State University,City: Small,New England,Public,13.0,881.0,3.1,,
783,931.0,University Of Bridgeport,City: Midsize,New England,Private not-for-profit independent,16.0,523.0,3.0,505.0,490.0
784,931.0,Western State Colorado University,Town: Remote,Rocky Mountains,Public,14.0,501.0,,550.0,535.0
785,931.0,Colorado State University-Pueblo,City: Midsize,Rocky Mountains,Public,14.0,668.0,3.3,515.0,505.0
786,931.0,Clayton  State University,Suburb: Large,Southeast,Public,19.0,547.0,,,
787,931.0,North Greenville University,Rural: Fringe,Southeast,Private not-for-profit religious,14.0,499.0,3.5,540.0,545.0
788,931.0,Westfield State University,Suburb: Large,New England,Public,16.0,999.0,3.1,542.5,540.0
789,931.0,Aquinas College,City: Midsize,Great Lakes,Private not-for-profit religious,11.0,332.0,3.5,565.0,555.0
790,931.0,East Central University,Town: Remote,Southwest,Public,18.0,413.0,3.4,515.0,505.0
791,931.0,Youngstown State University,City: Small,Great Lakes,Public,17.0,2298.0,3.4,535.0,540.0
792,931.0,Wilmington College,Town: Distant,Great Lakes,Private not-for-profit religious,15.0,385.0,3.2,505.0,505.0
793,931.0,Lake Erie College,Suburb: Large,Great Lakes,Private not-for-profit independent,14.0,195.0,3.1,506.5,520.0
794,931.0,Kent State University At Kent,Suburb: Large,Great Lakes,Public,20.0,4330.0,3.4,570.0,550.0
795,931.0,University Of Mary,Rural: Fringe,Plains,Private not-for-profit religious,14.0,529.0,3.5,591.0,568.5
796,931.0,University Of Jamestown,Town: Remote,Plains,Private not-for-profit religious,10.0,270.0,,520.0,520.0
797,931.0,Western Carolina University,Town: Distant,Southeast,Public,17.0,2189.0,3.4,565.0,555.0
798,931.0,Shaw University,City: Large,Southeast,Private not-for-profit religious,16.0,390.0,2.6,,
799,931.0,University Of North Carolina At Pembroke,Town: Distant,Southeast,Public,18.0,1212.0,3.6,510.0,492.5
800,931.0,Mars Hill University,Suburb: Large,Southeast,Private not-for-profit independent,9.0,264.0,3.2,520.0,505.0
801,931.0,Fayetteville State University,City: Midsize,Southeast,Public,17.0,611.0,3.4,485.0,475.0
802,931.0,Chowan University,Town: Distant,Southeast,Private not-for-profit religious,16.0,414.0,2.7,465.0,440.0
803,931.0,Belmont Abbey College,Suburb: Midsize,Southeast,Private not-for-profit religious,17.0,392.0,,540.0,525.0
804,931.0,Suny College At Old Westbury,Suburb: Large,Mid East,Public,20.0,651.0,3.1,516.5,485.0
805,931.0,Northwestern Oklahoma State University,Town: Remote,Southwest,Public,15.0,369.0,3.3,565.0,570.0
806,931.0,Nyack College,Suburb: Large,Mid East,Private not-for-profit religious,12.0,189.0,2.9,502.5,485.5
807,931.0,Oklahoma Christian University,City: Large,Southwest,Private not-for-profit religious,13.0,454.0,3.6,575.0,575.0
808,931.0,Southeastern Oklahoma State University,Town: Distant,Southwest,Public,20.0,558.0,3.4,,
809,931.0,Southern Wesleyan University,Suburb: Large,Southeast,Private not-for-profit religious,14.0,206.0,3.5,520.0,540.0
810,931.0,Charleston Southern University,City: Midsize,Southeast,Private not-for-profit religious,12.0,582.0,,565.0,545.0
811,931.0,Rhode Island College,Suburb: Large,New England,Public,14.0,830.0,,505.0,490.0
812,931.0,Neumann University,Suburb: Large,Mid East,Private not-for-profit religious,14.0,421.0,3.1,505.0,495.0
813,931.0,Mansfield University Of Pennsylvania,Town: Distant,Mid East,Public,14.0,325.0,3.4,530.0,510.0
814,931.0,Lock Haven University,Town: Distant,Mid East,Public,16.0,687.0,3.3,510.0,505.0
815,931.0,Kutztown University Of Pennsylvania,Town: Fringe,Mid East,Public,18.0,1610.0,3.2,535.0,520.0
816,931.0,Delaware Valley University,Suburb: Large,Mid East,Private not-for-profit independent,13.0,443.0,3.3,540.0,525.0
817,931.0,Clarion University Of Pennsylvania,Town: Remote,Mid East,Public,17.0,707.0,3.3,525.0,515.0
818,931.0,California University Of Pennsylvania,Suburb: Small,Mid East,Public,18.0,973.0,3.2,505.0,495.0
819,931.0,Western Oregon University,Town: Fringe,Far West,Public,14.0,781.0,3.3,,
820,931.0,Corban University,City: Midsize,Far West,Private not-for-profit religious,12.0,200.0,3.6,565.0,550.0
821,931.0,Southern Oregon University,Suburb: Midsize,Far West,Public,26.0,644.0,3.3,545.0,490.0
822,931.0,Concordia University-Portland,City: Large,Far West,Private not-for-profit religious,18.0,244.0,3.4,545.0,535.0
823,931.0,Southwestern Oklahoma State University,Town: Remote,Southwest,Public,18.0,969.0,3.4,,
824,931.0,University Of Science And Arts Of Oklahoma,Town: Distant,Southwest,Public,13.0,212.0,3.4,447.5,465.0
825,931.0,Mount Saint Mary College,Suburb: Large,Mid East,Private not-for-profit religious,14.0,388.0,3.2,555.0,540.0
826,931.0,Medaille College,City: Large,Mid East,Private not-for-profit independent,12.0,386.0,,490.0,485.0
827,931.0,Marymount Manhattan College,City: Large,Mid East,Private not-for-profit independent,10.0,471.0,3.5,580.0,545.0
828,931.0,Southwest Minnesota State University,Town: Remote,Plains,Public,15.0,345.0,,467.5,480.0
829,931.0,North Central University,City: Large,Plains,Private not-for-profit religious,17.0,220.0,,579.0,541.5
830,931.0,Minnesota State University Moorhead,Suburb: Midsize,Plains,Public,19.0,785.0,3.4,520.0,535.0
831,931.0,Metropolitan State University,City: Large,Plains,Public,16.0,112.0,,,
832,931.0,Minnesota State University-Mankato,City: Small,Plains,Public,22.0,2364.0,3.2,,
833,931.0,Bemidji State University,Town: Remote,Plains,Public,21.0,735.0,3.2,,
834,931.0,Saginaw Valley State University,Suburb: Midsize,Great Lakes,Public,17.0,1571.0,3.4,555.0,540.0
835,931.0,Oakland University,Suburb: Large,Great Lakes,Public,20.0,2679.0,3.5,565.0,560.0
836,931.0,Northern Michigan University,Town: Remote,Great Lakes,Public,20.0,1611.0,3.2,545.0,530.0
837,931.0,University Of Michigan-Flint,City: Small,Great Lakes,Public,12.0,641.0,3.4,555.0,535.0
838,931.0,Rochester College,Suburb: Large,Great Lakes,Private not-for-profit religious,12.0,136.0,3.0,500.0,485.0
839,931.0,Lake Superior State University,Town: Remote,Great Lakes,Public,16.0,406.0,3.3,540.0,525.0
840,931.0,Cornerstone University,City: Midsize,Great Lakes,Private not-for-profit religious,15.0,319.0,3.6,540.0,525.0
841,931.0,Eastern Michigan University,Suburb: Large,Great Lakes,Public,14.0,2373.0,3.3,520.0,510.0
842,931.0,Central Michigan University,Town: Distant,Great Lakes,Public,20.0,2711.0,3.4,560.0,540.0
843,931.0,Winona State University,Town: Distant,Plains,Public,18.0,1537.0,3.4,535.0,560.0
844,931.0,Alcorn State University,Rural: Remote,Southeast,Public,18.0,601.0,3.2,485.0,495.0
845,931.0,Delta State University,Town: Remote,Southeast,Public,12.0,283.0,3.4,530.0,540.0
846,931.0,University Of Central Missouri,Town: Distant,Plains,Public,17.0,1459.0,3.4,,
847,931.0,Hilbert College,Suburb: Large,Mid East,Private not-for-profit religious,12.0,221.0,3.2,,
848,931.0,Husson University,City: Small,New England,Private not-for-profit independent,15.0,652.0,3.3,520.0,515.0
849,931.0,Plymouth State University,Town: Remote,New England,Public,17.0,1094.0,3.0,,
850,931.0,Keene State College,Town: Distant,New England,Public,14.0,947.0,3.0,535.0,515.0
851,931.0,University Of Nebraska At Kearney,Town: Distant,Plains,Public,13.0,939.0,3.5,515.0,512.5
852,931.0,The University Of Montana-Western,Town: Remote,Rocky Mountains,Public,17.0,237.0,3.0,535.0,495.0
853,931.0,William Woods University,Town: Distant,Plains,Private not-for-profit religious,10.0,179.0,3.4,556.5,554.0
854,931.0,Worcester State University,City: Midsize,New England,Public,17.0,887.0,3.3,,
855,931.0,Missouri State University-Springfield,City: Midsize,Plains,Public,21.0,3006.0,3.6,565.0,554.0
856,931.0,Southwest Baptist University,Town: Distant,Plains,Private not-for-profit religious,12.0,438.0,3.5,555.0,546.5
857,931.0,Northwest Missouri State University,Town: Remote,Plains,Public,22.0,1315.0,3.4,535.5,549.0
858,931.0,Missouri Valley College,Town: Remote,Plains,Private not-for-profit religious,16.0,520.0,2.9,495.0,495.0
859,931.0,Missouri Southern State University,City: Small,Plains,Public,19.0,861.0,3.3,,
860,931.0,Missouri Baptist University,Suburb: Large,Plains,Private not-for-profit religious,19.0,253.0,3.2,510.0,510.0
861,931.0,Lindenwood University,City: Small,Plains,Private not-for-profit independent,14.0,1039.0,3.3,540.0,540.0
862,931.0,Drury University,City: Midsize,Plains,Private not-for-profit religious,11.0,377.0,3.8,595.0,580.0
863,931.0,Southeast Missouri State University,City: Small,Plains,Public,20.0,1466.0,3.5,565.0,570.0
864,931.0,Purdue University Northwest,Suburb: Large,Great Lakes,Public,17.0,1121.0,3.1,495.0,490.0
